tweet,bencana
barusan gempa nyampe rumah gua  panik langsung keluar rumah  tadinya mau teriak  tapi gajadi  gempanya keburu udahan   shock,gempa
rada serem akses nya sering longsor kemaren kesana pas banget ujan terus ada longsor beuh ngeri kalo musim ujan mending jangan kesana deh bahaya,longsor
simulasi ternyata dari info gempa lalu kebakaran dong,lainnya
kebangetan bener banjir seminggu,banjir
gempa pas asyik  nya tiduran d kamar ortu  lemari goyang kretek kretek  semua panik keluar rumah,gempa
emang tiap daerah ada sendiri bencana alamnya ya disini juga sering longsor pas hujan deres,longsor
kadang gw suka halu dah lg duduk trus tbtb goyang sendiri kek gempa hadeh,lainnya
banjir kali ini santai tapi naik,banjir
gempa  baru mo mulai bioskopnya  gw pkir org nendang  kabur smua dah,gempa
panik takut longsor btw rmh gue dkt tol dan sering longsor tebingnya,longsor
kelahiran nabi muhammad saw pada tanggal april masehi terjadi gempa namun gempa tersebut hanya meruntuhkan patung dan api majussi yang tak pernah padam pun menjadi padam,lainnya
depan kampus banjir,banjir
gempa kerasa di tempat les,gempa
disini kalau ada kendala kena pohon atau longsor tiang listrik rubuh bisa sehari dua hari penanganan,longsor
sering bgt ngerasa kek gempa padahal kepala yang pusing kayanya,lainnya
jalan nasional juga lagi banjir,banjir
gempa di pondok indah  kita sampe bawa anak  keluar rumah,gempa
penanggulangan longsornya jelek bgt deh masih aja sering begini,longsor
gempa dahsyat guncang mindanao filipina terasa sampai indonesia,lainnya
di kemang banjir kedalem juga,banjir
tadi gempa bumi di depok  pada ngerasa nggak  kenceng,gempa
agak taut kalo via puncak soalnya sering longsor,longsor
gempa dahsyat di mindanao filipina mw pagi ini dipicu sesar aktif yg belum dikenali gempa ini sdh didahului gempa pembuka pd rabu okt lalu mw satu anak mjd korban lebih dr orang lukaluka gempa ini lebih dahsyat krn mencapai intensitas vii mmi,lainnya
banjir ngungsi banjir main tarik tambang,banjir
gempa bkin kaget satu hotel,gempa
beberapa minggu ini curah hujan gak menentu dan terlalu sering ada hujan deres angin longsor dimana,longsor
gempa berkekuatan sr guncang morotai tidak berpotensi tsunami,lainnya
banjir jaksel terparah jam pagi air naik sampai masuk kamar mati lampu akhirnya nerobos banjir seleher bareng basah kuyup,banjir
ada gempa menggoyang rumahku   horor bngt sumpah,gempa
dideket rumah ada harimau kabur iii serm banget karna longsor jadi,longsor
tidur di busway malah minpi gempa sampe hrs lari nyelametin diri dari lantai semoga gak terjadi apa amin,lainnya
seberang kecamatan banjir,banjir
jakarta barusan gempa gede banget  gue mau keluar kantor hampir jatuh kepenta,gempa
liat aja sekarang di puncak udh sering longsor itu salah satu penyebabnya krn kurang daerah resapan air soalnya banyak villa dan bangunan baru,longsor
cerita org palu gempa tsunami dan likuifaksi mengubah banyak hal dlm hidup kita berdua walaupun dia ini influencer artis pengusaha pemilik bisnis startup oneday tidak akan mengubah,lainnya
celanaku kanyut kebawa banjir,banjir
gue ngerasa gempa di quin msh pusing ampe skrg,gempa
rumah dideket desaku jadi serem gitu karna ditinggalin penghuninya grgr longsor,longsor
sahabat peduli hari ini tim nu peduli gempa maluku mendapatkan bantuan donasi dari perempuan bangsa yang diserahkan di posko nu peduli gempa maluku terima kasih semoga bantuan tersebut memberi manfaat dan berkah,lainnya
masih banjir di sinan bang,banjir
gempa waktu lg tidur enak rumah gw kaya gini mau lari kemana evakuasi ketaman belakang aja,gempa
bener ta ini ktanya tanahnya ga bagus sering longsor jdi pemerintah setempat nyuruh buat pindah,longsor
hebat ya punya presiden bisa menggerakan lempeng bumi dan bikin gunung meletus kesian tuh para ilmuan yg udah susah payah belajar dan meneliti alam harus kalah dengan stetmen gunung meletus gegera presiden gempa bumi gegera presiden,lainnya
banjir seleher nads seleher kodok,banjir
gempa  gw lagi meeting in pasar raya office  lari ampe   laintai turun tangga sinting nih,gempa
iya udah sering longsor mending gausah deh,longsor
distribusi paket hygiene kits untuk para penyintas gempa di dusun wainuru desa way kec salahutu kab maluku tengah maluku jakpro,lainnya
sambil banjir sambil mancing,banjir
pas gempa ud cabut dr kantor abang gw  klo ga bisa gempor lari trbirit  lwt tangga dr lt   nti kurus deh,gempa
puluhan tahun sering terjadi sepertinya hamya menjadi berita tidak pernah ada solusinya untuk mencegah kejadian longsor yg terulang,longsor
sedih deh ga kelar dapet notif dari bmkg gempa di ambon setiap hari pasti ada dan lebih dari sekali stay safe saudaraku di ambon,lainnya
belakang rumah makin naik aernya,banjir
pas gempa tadi gue lagi nungging nyari duit ceban gue yang ilang di kolong kasur tau  lemari sama kasur goyang  haha ngocol,gempa
aduh jalannya rawan longsor,longsor
info dari hingga oktober sudah lebih dari gempa susulan terjadi kebayang ga sih ga mau tidur aja was was ada gempa susulan yuk kita bantu korban gempa disana dengan berdonasi,lainnya
pas lihat ke bawah kosan udah banjir sepinggang,banjir
gempa kenceng banget  damn efek gedung tinggi gini niyyy,gempa
nyaris jadi korban longsor sama nyokap,longsor
yuk bantu donasi gempa ambon uang ygang terkumpul langsung akan di kirim ke pengungsi disana nanti saya update untuk ini saat ini sudah terkumpul jutaan,lainnya
gila sampe banjir ini depan rumah,banjir
gempa kenceng bgt   mayan lama  godek godek  di tasikmalaya   sr  gokil,gempa
hujan angin semalaman ini biasanya ada longsor nih atau nggak pohon tumbang,longsor
mohon dipertimbangkan lagi min dalam kondisi negara spt skrg ini karhutla gempa duka wamena rasanya kurang pas mengadakan acara yg spt ini apakah tidak sebaiknya diadakan acara doa untuk negri,lainnya
sampe rmh dan tiba udh banjir,banjir
sumpah  td kalo di rekam org  kluar dr blitz cool abis  hahaha  tp gileee  gempa gede bgt,gempa
lagi ngobrolin masalah tanah longsor dibulan nih kayaknya percaya sama omongan ibuk wa,longsor
gempa kota ambon dan sekitarnya halo sahabat lebah pada hari kamis tanggal september pagi kota ambon dan sekitarnya diguncang gempa hebat berkekuatan dimutakhirkan menjadi sr kejadian ini,lainnya
poto didepan rumah maap gelap soalnya gua kelelep banjir,banjir
gempa parah  sukses trn pake tangga darurat dr lt    saat cuaca panas terik  bule  kalo panik  barbar ya ternyata,gempa
aku lagi g bisa nihmasih di lokasi longsor,longsor
kaya gempa datangnya tiba dan tidak terprediski efeknya,lainnya
pulang sekolah kejebak banjir lumayan buat berenang,banjir
td pas gempa smbl lari  keluar rmh smbl update status twitter hhe  setelah itu baru sms suami,gempa
katanya bakal ada longsor susulan huaa,longsor
september dokter umum di wamena dibakar hidup hidup ambon gempa org tewas kepada semua teman sejawat sahabat saudaraku yang tinggal di daerah tersebut semoga semuanya selalu,lainnya
banjir lagi nih bang,banjir
di saat gempa  seluruh murid ssc fatmawati rame wkwk,gempa
kalo tidur pas ujan gini serem takut ketimpa longsor soalnya rawan banget,longsor
ketua takmir masjid dihimbau mengumpulkan dana solidaritas utk korban gempa ambon amp korban kerusuhan wamena kpd umat islam diajurkan shalat ghaib bermunajat kpd allah utk keselamatan bangsa dijauhkan dr musibah m natsir zubaidi ketua bidang hubungan antara lembaga amp ln dmi,lainnya
laper tapi banjir gaada yg jualan,banjir
gempa paling dasyat seumur berkantor di menara eksekutif kenceng gila,gempa
bentar gak tenang ada longsor,longsor
sudah matang para ahli ingatkan gempa besar the big one bisa terjadi dalam waktu dekat,lainnya
pengen show malah banjir,banjir
tadi pas lagi gempa di deket gue ada yang ngomong  aduh kiamat nih,gempa
krisis air bersih karena ada longsor,longsor
tuhan berkati teman di ambon yg terkena gempa berkali hari ini keep save,lainnya
kotaku banjir lagi ampe jebol tanggulnya,banjir
pengen muntah gara  gempa pusing euy,gempa
serem juga soalnya kadang longsor tuh ga ada tandanya,longsor
normal sistem kelistrikan pasca gempa sr di ambon,lainnya
celana basah kuyub ngelawatin banjir,banjir
abis evakuasi gempa  kaki gemeteran padahal cuma   lantai,gempa
emang ga bisa apa di minimalisir biar ga longsor,longsor
pasca gempa ambon dan labuan bajo pelabuhan tetap beroperasi,lainnya
maksa bgt nerabas lewat kemang yg banjir seperut ini udah rembes luar,banjir
karna gempa untuk sementara ol di bawah meja yang kokoh,gempa
kejebak longsor gbs lewat keretanya sejam ada ni gabut,longsor
mungkin para netizen butuh presiden digital ada kebakaran di daerah salah cerita kpk salah beliau jg ada gempa salah ada daerh yg sdng kisruh salah ada yg merasa ngk bsa pulang ke indo salah jan ethes yang sabar ya,lainnya
pulang kerja di sambut banjir,banjir
di guncang gempa  kantor pun bubaaar   pulang yuu,gempa
berasa sih kalo dikampung tuh kalo ada longsong masyarakanya pada bantuin,longsor
nah kan pantai utara juga memiliki resiko gempa yg sama dgn pantai selatan,lainnya
banjir bro depan kantor sulit pulang,banjir
gempa bikin kantor panik,gempa
tempat pengungsian tanah longsor penuh banget mana lagi covid gini kan,longsor
pambahasan perencanaan tanggap darurat rtd bendung bendung di kabupaten luwu timur sulsel dalam mengantisipasi gempa kuat dan banjir september badan nasional penanggulangan bencana,lainnya
banjir di jalan depan rumah cita,banjir
kena gempa di warung purnama bandung langsung berhamburan keluar serammm,gempa
aduh ada aja deh longsor gimana mau ngungsi keadaan kayak gini,longsor
gundala kira ada gempa ternyata gundala belom makan,lainnya
baru ujan sebentar depan rumah udah banjir semata kaki,banjir
lagi ngajar tiba  semua orang panik keluar ruangan haduuuh paniknya ada gempa begituuuu,gempa
lapor kemana ya kalo ada jalanan rusak longsor gini,longsor
fyi ini peta gempa di indonesia guys keliatan kan merahnya banyak banget resiko hidup di atas,lainnya
iya hujan deras depan shelter banjir,banjir
gempa  kantor bergoyang  itu kencang sekali,gempa
kabupaten sama kota bnr beda bgt deh di kota jarang longsor karna strukturnya bener lah kabupaten boro,longsor
bagimana percaya jusuf kalla marah ada taipan ingkar janji bantu gempa palu mayoritas taipan itu emang bukan pengasih lagi penyayang mereka adalah penunggang kekuasaan negara untuk menjadi konglomerat,lainnya
banjir setinggi atap,banjir
uda gempa  abis itu mati lampu  sial bener gw,gempa
emang kamu gatakut ada longsor susulan,longsor
selamat tinggal enggak lagi bermukim dilantai setinggi ini ngeri pas gempa asli,lainnya
kampus aku banjir,banjir
sumpah td pas gempa gue teriak  bangunin kaka gue trs kaka gue lagi tidur langsung bangun,gempa
masih aja ada tanda longsor ngungsi kemana dong,longsor
kalau dilihat skrg jakarta rawan bencana banjir gempa dll kegiatan padat bisnis dan pemerintahan jd satu macet padat sementara ibu kota itu harus menjadi representatif identitas bangsa lalu apakah jakarta masih layak sebagai ibu kota,lainnya
mampang baru ujan setengah jam aja udah banjir,banjir
gempa tadi jam,gempa
besok ada kemungkinan longsor lebih dalem lagi ga ya,longsor
gempa magnitudo goyang kabupaten bogor,lainnya
yuk berenang di kolam banjir depan kantor,banjir
gempa yg benar benar mengguncang,gempa
macet banget waak karena udah mulai masuk kerja trus ada perbaikan jalan karna kemarin longsor jadi ya gitu siapin mental aja,longsor
klw toketnya gk gede gk bakalan laku tuh yg penting gunung kembar bisa gempa udh bisa kaya slendang tuh toket bisa di angkat kebahu kayanya,lainnya
banjir parah depan apotik melawai,banjir
barusan aja gempa  smoga gak nyampe ganggu koneksi internet,gempa
jalan pasti licin dan kemunkinan longsor saya berdoa untuk keselamatan bapak,longsor
semangat juang masyarakat nias sangat tinggi dulu pernah terjadi gempa dan nias tidak hancur,lainnya
ujan gak berenti berangkat gimana banjir pula,banjir
gempa dashyat  sampe  ibu  hamil nangis lari  dari atas,gempa
hampir jam diatas motor naik gunung turun gunung jalanan licin jalanan longsor dari udara dingin ke panas dari berangkat gelap sampe gelap lagi,longsor
ini dia catatan antam selama proses pelaksanaan tanggap bencana maluku utara yang dilaksanakan pada bulan juli lalu antam mengucapkan apresiasi kepada seluruh pemangku kepentingan yang mendukung kelancaran proses tanggap bencana dan distribusi bantuan gempa maluku utara,lainnya
kenapa selalu saja setiap gw libur kerja banjir,banjir
pas gempa lg pup  sumpaah bingung mau ngapaiinn  jd cuman bisa treak  di kamar mandi,gempa
bisanya jalanan rel kereta kena longsor emang ga dicek dlu apa,longsor
bersykur atas apa yang dianugerahkan nya dengan meneruskan perjuangan berat para pendahulu berikhtiar terus menerus berjuang hingga penerapan bangunan rumah aman tahan gempa menjadi standar dan kewajaran di,lainnya
berteduh untuk menghindari banjir ini malah warung kopinya ikutan banjir,banjir
baru ngrasain  gempa sgede gini,gempa
ada longsor tanpa sebab kayaknya kurang dibeton,longsor
gausah misuh mnding berdoa buat di bali smoga semua warga selalu dlam lindungan allah swt,lainnya
banjir memporak porandakan rumah gw teganya,banjir
serasa naek perahu  goyang kanan kiri  gempa,gempa
ya kalo perasaan bisa bebas milih ya mana mau gua milih posisinya yang rawan longsor gini,longsor
aku pikir gempa lokal ternyata hatiku yang bergetar tahun ini kita engga lebaran bareng dasar googlengingetin ajee,lainnya
banjir nya gede banget kasian tetangga pd ngungsi,banjir
ikut lari an ma pedagang glodok gara  gempa trs ikutan evakuasi ad bangunan glodok runtuh kampret,gempa
nyesel banget pindah disini sering banget longor,longsor
ayo qurban didaerah terkena bencana gempa dan tsunami bersama impeduli jakarta indonesia,lainnya
ngungsi sementara banjir,banjir
baru aja ad gempa bikin jantung berdetak lemah  kaki lemas  pala puyeng  perut mual,gempa
disini juga hujan berhari hari ga reda longsor sm pohon tumbang dimana mana,longsor
aneka bencana yang mengintai bandara yogyakarta tsunami likuefaksi gempa hingga hujan abu vulkanik,lainnya
pulang pulang disambut banjir di kos,banjir
beuh  lg nge lab di ws  tau  gempa  rebutan pd kluar lwt tangga darurat  alarm bunyi  astaghfirullah,gempa
mana jalanan arah pujn abis longsor haduhh,longsor
eh demi apa dehk mrn liat temen hut indonesia kan ke trs gempa di banten coba baca qs ayat sama kaya tweet ini kita ambil angka belakangnya ya atau auto merinding sorry bukan ngaitin tp emang pas bgt sumpah,lainnya
ujan terus sampe banjir,banjir
kenceng juga gempa nya sampe kekuatan nya,gempa
ya allah aku ngga ngerasain soalnya tadi lagi naik bis tapi temenku pada panik semua huhu mana sampe longsor,longsor
setelah hari jumat terpaksa dihentikan krn gempa akhirnya semalam acaranya bisa terlaksa dgn baik walaupun jakarta sedang mati lampu seharian alhamdulillah,lainnya
hujan banjir basah,banjir
lagi latihan piano di asa musika  eh tiba  bumi bergoncang ternyata gempa,gempa
emg ga takut ya ke gunung pas ujan gini takut ada longsor,longsor
acara di istana negara saat rakyat kelimpungan dg pemadaman listrik sejabotabek amp jabar disaat gempa bumi menimpa saudara kita diserang keren mereka happy,lainnya
banjir kong dirumah lu kaya banjir lalu sedada gw,banjir
astagaaa  grand indo gempa gede bgt smua orang panik dan langsung pada tutup  astagaaaa please help us god,gempa
perjalanan pulang ke rumah tapi gak bisa pulang karena longsor,longsor
gak kebayang kalo gempa barengan sama mati lampu,lainnya
semoga banjir cepat surut,banjir
sumpah ya  gempa gede banget gw berasa end of the day kaya di film gedung retak brengsek  gw lari  sama dito ke luar pvj hooshh,gempa
mana ada grab didesaku wkwkw jalannya aja juga kebelah longsor,longsor
